location,date,likes,retweets,text
"Valley Park, MO",2020-07-15,88,24,"People who don't wear a mask have lower cognitive ability, says study https://t.co/L0ydOV3LHu via @MailOnline"
"Bothell, Wa",2020-07-03,12274,3982,"This family photo was taken during the height of the 1918 Flu Pandemic in the East Bay community of Dublin. 

Over a hundred years ago — and even the cat knew to #WearADamnMask! https://t.co/HOw9OiD9jU"
"Massachusetts, USA",2020-07-25,21775,16042,"Be warned: Local television stations owned by the Sinclair Broadcast Group are set to air a baseless, warped conspiracy theory over the weekend that suggests Dr. Anthony Fauci is responsible for the creation of the coronavirus. It's all a lie. https://t.co/lkEca0AbfX"
"St. Petersburg, FL",2020-07-30,1,1,CT lawmakers and officials have done nothing to examine this issue or address the public health crisis of mass incarceration. (Reminder we still have between 80-100 kids under 18 in adult or juvenile incarceration right now) @CTSenateDems @CTSenateGOP @CTHouseDems @cthouserules https://t.co/lIlB3T9VFb
"New York-Atlanta, USA",2020-07-17,0,0,"In wake of coronavirus, a looming epidemic of evictions https://t.co/O7UJZVYFa3 @SpeakerPelosi @RepJerryNadler @SenSchumer @SenNanOrrock @KeishaBottoms @RepAdamSchiff @NYGovCuomo @Repjohnlewis @timkaine @repAOC @RepRashida @cannon58 @senwhitehouse @maziehirono @SenBlumenthal"
"Massachusetts, USA",2020-07-19,51,4,Covid 19 what? https://t.co/i2I6PAVbah
"Houston, TX",2020-07-06,3,0,"Prayers up for Mayor Bottoms and her family.
#Wow. https://t.co/LUoHS8Sinj"
"lake charles, la",2020-07-12,306253,84868,Meredith Grey &amp; Cristina Yang would already have a COVID-19 vaccine
"Mississippi, USA",2020-07-09,0,0,"#jonestown #waco =#coronavirus 
First they wanted to kill grandma now they are on to themselves and children. 

https://t.co/ZU5W0t76RC"
"Tacoma, WA",2020-07-13,330,211,"Harrowing, moving account of impact of COVID on the Navajo, &amp; how it took advantage of generations of government-led injustices against its people. This terrible experience w/ COVID should spur the US to change the way it treats its indigenous populations 
https://t.co/NbkrVz0y7I"
"Brooklyn, NY",2020-07-22,0,0,@MarcACaputo Did she say “flatten that curve” and added hand gestures? Drump threatened that he was in charge of the states. The ouch back came from the Governors who told him where it stick it.
"Wichita, KS",2020-07-12,7252,2384,Every 3 days more Americans die of coronavirus than died on 9/11 and Trump is worrying about nonexistent rioters knocking over the Washington Monument.
"South Carolina, USA",2020-07-30,138,81,"The #ChinaTaskForce was supposed to be bipartisan, but Democrats backed out at the last minute. They have an open invite to work with us to combat the growing threat of the #ChineseCommunistParty. Why won’t they work with the task force to hold the #CCP accountable? https://t.co/TWg6LN5cfh"
"Atlanta, GA",2020-07-01,79890,62644,"On June 11th, Michael Hickson, a quadriplegic black man with COVID-19 was killed by a hospital in Austin Texas.

Doctors decided he had ""no quality of life"" and was not worth spending the resources to save.

The conversation between his doctor and his wife was caught on audio 1/? https://t.co/sQxdXNhhRM"
"San Diego, CA",2020-07-06,3,1,Really losing a lot of respect for people I see that are treating this pandemic like it’s a joke and still going out and shit.
"Pennsylvania, USA",2020-07-30,4792,1876,"advocates posing as journalists have ruined the profession. 

-Editors have failed to hold advocates to account. 
-Young reporters don’t feel like they need to call the people they write about. 
-Reposting/repackaging others’ stories is routine. 
-anonymous quotes overused https://t.co/UJvZASX2Sg"
"Hilliard, OH",2020-07-13,2,0,SAME! https://t.co/3KRUWNQgFQ
"Seattle, WA",2020-07-01,2,0,https://t.co/5KfUJe0sHR https://t.co/IFl4LiNNg6
"Minnesota, USA",2020-07-06,1,1,"Serving as the Minnesota House of Representatives' Higher Ed Finance and Policy Chair, I want to share with you this important research the U of M just did about indoor #COVID-19 hot spots. Proud of our students and professors! https://t.co/r86kaDTiW7 #mnleg @UMNews"
"Florida, USA",2020-07-11,318,101,"Schrödinger’s Virus: simultaneously harmless enough to reopen schools, yet so dangerous that Manafort, Stone, et al. need to leave prison to survive it https://t.co/Q4pvHPyiEf"
"Milwaukee, WI",2020-07-06,82602,25743,The NYT had to sue to get virus data broken down by race. Sue. https://t.co/qt3hQNVb4p
"Los Angeles, CA",2020-07-25,2,0,"I just learned that the CARES Act stands for “Coronavirus Aid, Relief, and Economic Security” Act....

Is it someone’s full time job to make sure the name of the acts fits into a single word phrase like CARES??? I’m impressed"
"Merlin, OR",2020-07-21,0,0,"@HowleyReporter you must wear your mask while in your car 

and while opening a jar

or for any purpose at all 😷"
"Boston, MA",2020-07-27,170,67,"@senatemajldr Lying and Gaslighting, all you got?

4 Million Preventable #COVID19 Cases

147,250+ Preventable DEATHS
No Strategy, No Plan

51+ Million UNEMPLOYED
No Strategy, No Plan

Russian BOUNTIES on Troops
No Strategy, No Plan

Most catastrophic FAILURE of leadership in US history 👉🏼 @GOP https://t.co/np1Yx0cr7J"
"Pittsburgh, PA",2020-07-30,0,0,... your league contracts COVID and cannot perform duties during that time? I run leagues with no co-Commish and just randomly thought about what would happen if I “went down” for a bit. Thoughts on temporary Commish assignment in case of emergency or things along those lines?
"Las Vegas, NV",2020-07-10,334689,110305,Random thought and Idk if anyone agrees but this pandemic has exposed how white people hate being told what to do. They'll embarrass themselves first before just following simple rules https://t.co/4wlevMA4MH
"Syracuse, NY",2020-07-30,5950,4299,DEVASTATING animation—and clear contrast of how other countries succeeded while US has failed under poor leadership. Chaos has a price. #COVID19 @CAPAction https://t.co/yEZyzh48lO
"Somers Point, NJ",2020-07-08,5786,4510,"JUST NOW:  ""Overwhelmed.""

My friend/hero @miguelmarquez with a brave/sensitive/crucial piece on a TX hospital inundated with COVID cases this morning.

Watch and share.  I don't know if people realize this is happening.

@NewDay 

https://t.co/MJmgaowdWW"
"Elizabethtown, KY",2020-07-16,33090,6910,"Tweeting Spanish, giving fake, forced smile and illegally using platform to promote frijoles is a thing now. If we’re gonna play spokespersons for targeted Latins, I prefer standing-up for children at the border, detained at Covid-infested facilities, not for canned legumes. https://t.co/m51QJxLnM6"
"Kingston, NY",2020-07-16,21532,5698,"Wearing a mask is about respect.

We launched a national campaign to encourage every American to wear a mask. Stop the Spread. Save Lives.

#MaskUpAmerica
https://t.co/lLi7oE03mt"
"Santa Fe, NM",2020-07-30,473,128,"So Kirk was actually doing this idiot routine as the guy who plucked him from obscurity and backed him was lying in a hospital, dying from Covid. Mind, boggled. 

https://t.co/vcjksNoPh6"
"Boston, MA",2020-07-26,38,29,Be safe. Be well. #pandemic #COVID__19 #wcvb https://t.co/bSgOGPKLHF
"Detroit, MI",2020-07-17,228,58,"ESPN Story on Eric Bledsoe, who tested positive for COVID, and plans to travel to Orlando as soon as he is medically cleared. https://t.co/jlwfBq3ZVo"
"Seattle, WA",2020-07-15,9422,3406,"Quinnipiac poll:

On handling the economy, Biden leads 50–45%
On handling a crisis, Biden leads 57–38%
On handling health care, Biden leads 58–35%
On the coronavirus response, Biden leads 59–35%
On addressing racial inequality, Biden leads 62–30%"
"Michigan, USA",2020-07-11,306253,84868,Meredith Grey &amp; Cristina Yang would already have a COVID-19 vaccine
"Johns Creek, GA",2020-07-19,4605,924,"It’s so impressive that there hasn’t been even like a single 48 period during COVID where you thought “ok, maybe the Trump Administration is getting on track here”.  

It’s gotten progressively more dysfunctional and obscene every single week. 

Consistency!"
"Dillsburg, PA",2020-07-15,134525,22512,HUH???? https://t.co/v2zeRiJTtd
"Minot, ND",2020-07-04,271437,104271,"Hey, so, I got #Covid19 in March. I’ve been sick for over 3 months w/ severe respiratory, cardiovascular &amp; neurological symptoms. I still have a fever. I’ve been incapacitated for nearly a season of my life. It's not enough to not die. You don’t want to live thru this, either. 1/"
"Washington, DC",2020-07-10,4,0,Holy shit https://t.co/cGDenhYJKV
"San Francisco, CA",2020-07-29,0,0,"52frames Week 30: Negative Space
Post-Shutdown Lot

This challenge could not have come at a more interesting time where I interpreted negative space as the emptiness caused by COVID-19. And it also came just as the… https://t.co/lF4BxvDYnC"
"Minneapolis, MN",2020-07-29,152,60,"Minneapolis closes indoor bar areas effective August 1. Mayor says at least 9 city bars have been tied to COVID-19 outbreaks. Affects restaurants, taprooms, distilleries. https://t.co/2zNwLdHkKG"
"Cooper City, FL",2020-07-24,27101,5469,"Trump has cancelled the RNC Convention in Jacksonville, FL due to concerns about #covid19. 

But he wants us to send our children to school. 

#NotMyChild"
"Sherman Oaks, CA",2020-07-12,243111,32896,I struggle to understand what is so broken in your life that can only be fixed by going to Disney World during a pandemic.
"California, USA",2020-07-11,321,164,I have a couple of cloth masks from Los Angeles Apparel. I have been diligently wearing them to protect myself and others. And I just learned from reading this that apparently four workers died of COVID-19 to make them. 300 more were infected. Horrifying. https://t.co/xrQi3mshqZ
"Arizona, USA",2020-07-07,2,0,"Oh, and Arizona hit 100,000 cases today... so much ""winning""... VOTE. https://t.co/e7BliYXg6A https://t.co/Cti6bhPQuz"
"Arkansas, USA",2020-07-21,109,67,"According to this map, Arkansans ranks fourth in new cases of Covid-19 per million people.

Wear a mask. https://t.co/Lx149nMui2"
"Seattle, WA",2020-07-25,1191975,233226,I am once again asking you to wear a mask.
"Washington, DC",2020-07-10,0,1,"In this podcast episode, 
@james_a_lewis
 and John Boyd at the DHS Office of Biometric Identity Management discuss facial recognition, the impact of Covid-19 on the drive to improve biometric identification.

Listen here: https://t.co/W2eHUWYsHU"
"Los Angeles, California",2020-07-04,2,1,Emma Coronel celebra sus 31 años con enorme escote y una ostentosa corona https://t.co/UsEEaFF8Hn
"Sumter County, FL",2020-07-16,5496,389,"@TheGoodLiars ""paid for by desantis for covid"" omg dead. literally"
"frigid north NH and St A, FL",2020-07-10,1,1,@tracybeanz https://t.co/XNYm7EUoDu
"Philadelphia, PA",2020-07-29,2,4,"Here’s today’s (Wednesday, July 29) COVID-19 numbers in Philadelphia. This is based off of a press release from the Mayor’s Office.

I’ll be quick. But to start: As of today, Philadelphia's number of confirmed COVID-19 cases since the start of the pandemic exceeds 30,000."
"New York, NY",2020-07-22,718328,138032,"my older brother tested positive for COVID. I was in the same house as him. He isolated in his office &amp; used a diff bathroom. We wore masks, frequently washed our hands and wiped things down. He recovered &amp; we all tested negative. Masks work. Social distancing works."
"Mclean, VA",2020-07-19,5,8,"Over 250 new #covid19 hospitalizations in Georgia, which more need of Physicians, Nurses &amp; Physical Therapists to make America stronger again. Please support PRa for #S3599 #HR6788 @nptaus @sendavidperdue @SusanWBrooks @SenatorBraun @SenToddYoung @APTAtweets @covid_rehab https://t.co/sdX5cfLOLe"
"Las Vegas, NV",2020-07-13,282758,204243,Please watch this!!!! Especially if you’ve tested positive for COVID 19 and have recovered!!!!!! https://t.co/tQ5e19YcDg
"Texas, USA",2020-07-18,87,18,"Seriously, I want to congratulate the @TexasGOP.

There is literally no person, organization, or even branch of government capable of saving you from your own stupidity.

I just wish you would stop dragging the rest of us off the cliff with you. https://t.co/sqdvX7EYaQ"
"The Burque, NM",2020-07-04,0,0,"@marywestberg12 You consider a cluster of 5 cells ""an innocent life""? Jesus, tossing a tank of brine shrimp (a.k.a. ""sea monkeys"") would have just about shattered your fragile little psyche, wouldn't it?

And how do you KNOW you don't have #COVID19? Asymptomatic spread is the biggest problem."
"Washington, DC",2020-07-17,72,43,"Exclusive: EU in talks with Moderna, BioNtech, CureVac to secure possible COVID vaccines https://t.co/SFtgVSVPSp https://t.co/pWg1C8c7VB"
"Evansville, IN",2020-07-05,7,4,"🚨Quick Reminder🚨
There will be an informative meeting tomorrow at Bosse (5:30-6:30)for all returners and incoming Freshman. 
Please remember that we are social distancing and wearing a mask would greatly be appreciate!!"
"Alabama, USA",2020-07-29,14740,5312,"BREAKING: Russia is set to become the first country to approve a coronavirus vaccine, with approval expected within the next two weeks.

(Via CNN)"
"Florida, USA",2020-07-06,34493,19552,"Now that the weekend of distractions is over, a quick reminder that DONALD TRUMP IS LETTING THE RUSSIANS KILL AMERICAN SOLDIERS AND LETTING CORONAVIRUS KILL AMERICANS.  HE DOES NOT WANT YOU TO TALK ABOUT THIS.   Please, do not RT!!!!!"
"Harrison, NY",2020-07-01,7,2,"Attention Head Coaches: Please check your email for the link to the NYSPHSAA COVID-19 Task Force - POTENTIAL scenarios. Also included  is a link for a survey- this is a great opportunity for the task force to hear your voices, as they look to provide a framework! https://t.co/8VYcCzxQgz"
"Santa Rosa, CA",2020-07-10,0,0,"This is a report on how ICE deported people who had Covid-19, spreading the virus.

via @NYTimes https://t.co/AfrYfaOvC4"
"West Virginia, USA",2020-07-24,6700,2715,"Trump speaks with Putin by phone about the coronavirus, the economy and arms control. White House readout makes no mention of them discussing reports that Russia offered bounties to kill US troops in Afghanistan."
"I'm in Maryland, USA",2020-07-11,513,182,"""The Covid pandemic shows us that the two governing parties are presiding over a failed state...The silence of... both major parties, on demanding an emergency test, trace &amp; isolate program is complicity in hundreds of thousands of unnecessary deaths."" @HowieHawkins"
"Minnesota, USA",2020-07-09,575,217,"""I double dog dare Trump to sit in a class of 39 sixth graders and breathe that air without any preparation,"" @NEAtoday President @Lily_NEA said.

#COVIDiotInChief

https://t.co/0DRhlOOMPb"
"San Antonio, TX",2020-07-18,566,168,"we are in the middle of a pandemic and my snapchat is filled with people going to bars, not wearing masks, hanging with friends, partying... this is why we will never get rid of covid.. WEAR A MASK, SOCIAL DISTANCE, stop going to the bars everyday with your friends!!"
"Oklahoma, USA",2020-07-04,37,14,Trump Jr’s girlfriend tests positive for COVID-19 in South Dakota ahead of the president’s event: report https://t.co/gOolIVN0Ia
"San Diego, CA",2020-07-04,18964,4899,"No sir. The America I know and love doesn’t surrender, doesn’t give up. If you can’t do it, let’s find others who can. https://t.co/MAtAYiP8FE"
"Jackson, MS",2020-07-13,181184,41228,I too would be lucky if I made $7.5 million this year. https://t.co/DfgUuPkRwa
"North Tonawana, NY",2020-07-14,23610,7887,"White House Deputy Chief of Staff for Communications and Director of Social Media posts cartoon and message on FB attacking the nation’s leading infectious disease expert for telling the truth about this deadly pandemic. 

https://t.co/lqwUFHTCYP https://t.co/gR3oHoV1eH"
"Florida, USA",2020-07-17,0,0,Ridiculous. We are being scammed. https://t.co/mSeQZO8uI4
"Stamford, CT",2020-07-20,1,0,How COVID could help CT reset its economy https://t.co/MtWJRuMaU0
"Brenham, TX",2020-07-31,58,15,"During these uncertain times, we can be CERTAIN that our public schools and teachers will do everything they can to effectively serve children.  Enrolling in #txed public schools provides access to all kinds of resources for children and ensures they remain part of a community. https://t.co/jszh3ZQ6wi"
"Minnesota, USA",2020-07-26,5961,3768,"GOP senator says they ""can kiss my a**"" as teachers, unions oppose school reopenings over COVID concerns https://t.co/gw6E4vQDDO"
"Kentucky, USA",2020-07-13,105069,20853,The White House orchestrating a hit job on one of the country’s most respected public health officials in the middle of a pandemic isn’t just dangerous and repugnant - it’s one of the politically stupider moves they’ve made in a long time.
"Wisconsin, USA",2020-07-07,368,187,"The @NYTimes had to file a FOIA suit to get information from the @CDCgov about health disparities around Covid. Even then CDC provided only partial records. 

What they found was disturbing if sadly unsurprising.

https://t.co/haQIHviMhq https://t.co/L3QMcxUWSv"
"Atlanta, GA",2020-07-16,1,4,"New in this week's @CDCMMWR: Reports on #Opioid Use During Pregnancy, Symptom Profiles of #COVID19 Patients, and more. https://t.co/ISN6xUNtZ2 https://t.co/fX000aCc7O"
"Reno, NV",2020-07-16,0,1,"You forgot to add the word ""failed"" before ""historic Covid response"", madame. @PressSec https://t.co/eGKjevhIVw"
"Louisville, KY, USA",2020-07-25,64975,20473,"BREAKING: Trump’s going to his NJ golf club today, at the height of the pandemic. With no plan to reopen schools or businesses. No testing plan in place. People getting sick and dying daily. And he’s going on vacation. Don’t ever tell me he gives a damn about America ever again."
"Los Angeles, CA",2020-07-08,1170,683,"""There’s no pandemic. I have a right to buy groceries without being forced to participate in your terrorism.”

As daily US COVID-19 cases continue to rise, so do the number of viral videos of people refusing to wear masks 👀 https://t.co/xRwcyJqKdK"
"Westerville, OH",2020-07-07,1751,1386,Education Secretary Betsy DeVos is assailing plans by some local districts to offer in-person instruction only a few days a week. She says schools must be “fully operational” even amid the pandemic and anything less fails students and taxpayers.  https://t.co/U9KSDdVypM
"Florida, USA",2020-07-03,57315,12613,Does @realDonaldTrump get an apology? Can you finally admit he was right? https://t.co/ZGvePgcDwh
"SoCal, USA",2020-07-23,74,13,"Prayer request 🙏🏻: 

The elderly mother of a friend has just been admitted to the hospital for serious breathing problems related to Covid. 

Please pray for her!"
"Sacramento, CA",2020-07-31,43822,9191,"Herman Caine signed a COVID death waiver to attend Trump’s rally, and then died. 2020 is no joke."
"Denver, CO",2020-07-19,13356,3571,"The best time to get every American a face mask and explain why it’s important to wear it was in March.

The second best time is today.

My Masks Work Act will get everyone masks and educate the public on why they can help crush this virus. https://t.co/bJAKBabW4f"
"San Jose, CA",2020-07-30,187226,36579,Hello. My name is Coronavirus. You don’t want to wear a mask? Prepare to die.
"Los Angeles, California",2020-07-04,9775,2340,"South Dakota Democratic Party Chair on CNN: ""Our governor talks a lot about personal responsibility ... but it's larger than that. Park Service employees don't have a personal choice ... Not requiring social distancing and making face masks optional is a recipe for a disaster."""
"Alabama, USA",2020-07-22,10,1,@memeshort01 @LoveThruCOVID @JohnRHewson @PeterDutton_MP @NickMcKim @AusHumanRights @ScottMorrisonMP I’d happily wear a bloody mask and pay for quarantine or even have tests if it meant I could travel to Aus to see my boyfriend. BEEN NEARLY 6 MONTHS NOW SINCE WE DAW EACH OTHER. #LoveIsNotTourism
"San Marcos, CA",2020-07-18,100,215,"hi can y’all please share this, one of my friends mom got STABBED in the eye by a customer because she told her to wear a mask in her store :( anything will help! 
https://t.co/de3yoQVkUi"
"New York, NY",2020-07-12,2136,328,"There’s always a first, Brad. It’s certainly a much better look. Shame it took 3.3 million US COVID cases and 137k deaths for @realDonaldTrump to come to his senses and wear a mask. #MakeAmericaSafeAgain https://t.co/gsH7oiwPbe"
"Nashville, TN",2020-07-23,194,58,"It’s offensive for @sectrehargett to place all the blame on the legislature for what @SenAngusKing described as Tennessee’s “pitiful” decision against extending absentee vote during COVID.

He, the chief election official, lobbied hard against it and should at least own up to it."
"Miami, FL",2020-07-13,6,0,Take me Miss President 😭😭 https://t.co/6p3KCrJQ4l
"Clearwater, FL",2020-07-22,13201,1968,"Clippers coach Doc Rivers credited the zero positive COVID-19 tests (since the last results were announced July 13th) to the NBA’s testing protocols, mandatory masks and constant symptom checks. “Maybe we should send our game plan to the White House,” Rivers said, smiling."
"Michigan, USA",2020-07-26,0,0,KGB Defector Yuri Bezmenov’s Warning To America (1984) https://t.co/jEHmLmHphv via @YouTube       This is SO relevant! #COVID
"Kansas City, MO",2020-07-27,35235,9730,And Trump wants to open schools. https://t.co/WArpo1oV9k
"New Orleans, LA",2020-07-29,422193,98685,I don't like being in a pandemic with y'all. It's like being on silent lunch but we keep getting days added on bc y'all won't shut up.
"Iltaco Foods - Chicago, IL",2020-07-02,1195,353,"Wear a mask in public (and do it correctly). It's the simplest way to protect yourself, your family, and your fellow Chicagoans. https://t.co/AtGnU8wbTC"
"California, USA",2020-07-21,32823,7037,"Fauci told governors on a call with Pence today the best way to contain the virus and prevent new surges at this point is by encouraging universal mask use, closing bars, limiting indoor dining and maintaining social distancing measures."
"Florida, USA",2020-07-15,9480,4005,"So who saw a squirrel and was like something looks suspicious about him, let’s test his blood? https://t.co/v68TFYhEYU"
"Whittier, CA",2020-07-28,328810,64323,"I just... keep seeing people on social eating at restaurants, traveling, doing whatever and I’m sitting in my apartment like I’ve hallucinated a pandemic."
"Worcester, MA",2020-07-10,35226,7067,in my lifetime we've gone from being the country that built highways and eradicated polio and put people on the moon to being the country that gave up on fighting a pandemic because it's easier to pretend that everything is fine. what in actual fuck. holy fucking shit
"New York, NY",2020-07-24,2,0,#COVID19 #TrumpMeltdown https://t.co/nxiks4kj2I
"Texas, USA",2020-07-26,0,0,"Coronavirus ravaged Florida, as Ron DeSantis sidelined scientists and followed Trump https://t.co/NSXsU7aGg9"
"New Jersey, USA",2020-07-20,1682,884,"🚨I will continue to SCREAM FROM THE ROOFTOP.

We are seeing exponential spread of #coronavirus. Hospitalizations of #COVID19 patients are soaring, and so soon will the death toll.

We *must* act NOW or more will DIE—#lockdown hot zones and order universal #WearAMask mandates. https://t.co/zF0O9G1lLF"
"Blue Island, SC",2020-07-30,48834,12873,"The president knows he can’t win from a free and fair election. Because the GDP is tanking, coronavirus is out of control, and Americans are pissed.

His only options? Delay, defraud, distract."
"Pennsylvania, USA",2020-07-19,0,0,I believe by not having crowd immunity with this mask business that COVID-19 will become a super germ it’s starting to look that way.
"Carthage, TX",2020-07-01,7499,2785,In which Sen. Rand Paul cites a mountain of data that kids are not spreaders of Covid 19 — and Dr. Fauci agrees strongly that we should do whatever we can to get children back in school.  https://t.co/jSz0rknzmZ
"New York, USA",2020-07-25,21084,6932,"As the coronavirus death toll passes 146,000 in the United States, Trump has just arrived at his Bedminster golf club."
"Atlanta, GA",2020-07-19,0,0,@KeishaBottoms @GovKemp Let him keep “praying” the the court do such and such... @GovKemp is a coward and will face the consequence for mismanaging COVID in the next election 🤷‍♂️
"clermont, fl",2020-07-22,1,1,You will see a huge decline in covid-19 cases now that HHS has control instead of the CDC of the stats. This is plan B because they could not stop the testing.
"Wisconsin, USA",2020-07-30,5,0,"@MollyBeck @GovEvers @Vanwanggaard Yes, he “timed” an outbreak to coincide with that...🙄"
"Colorado, USA",2020-07-08,2106,613,"Whew Florida’s Governor DiSantis is an absolute hot mess. I mean, this is inaccurate, untrue, people were predicting terrible things in March for Southern states and more rural areas. Wow. Good luck folks. https://t.co/3fWTUJFope"
"New York, USA",2020-07-15,1,2,America Should Prepare for a Double Pandemic: Viruses aren't sporting. They will not refrain from kicking you just because another virus has already knocked you to the floor. And pandemics are ... https://t.co/1EB83wDTDh
"Boston, MA",2020-07-15,168527,73052,"Y’all saying BLM for one situation just don’t sit right with me, it goes beyond police brutality!!! It’s Black women dying at a higher rate during childbirth. It’s Black people being exposed to COVID-19 at a higher rate. It’s Black people being forced into low income communities."
"Minnetonka, MN",2020-07-24,12,12,".@RepDianaDeGette, please pass an extension to the #PayrollSupportProgram through March 31 to ensure #pilots and #frontline workers keep their jobs and support the economy through this pandemic!"
"Rochester, New York",2020-07-20,1,0,"@vanster11 @pippajuliesse @dieseldoctorinc @gregggonsalves Right, because #COVID19 is just a childhood disease."
"Sacramento, CA",2020-07-13,1595,744,"Education Secretary Betsy DeVos calls on schools to reopen despite CDC guidelines that say children meeting in groups can put everyone at risk: ""There is going to be the exception to the rule. But the rule should be that kids go back to school this fall"" #CNNSOTU https://t.co/UPuYa7wGwo"
"Indianapolis, IN",2020-07-17,61032,7342,america just lets kids get shot in schools and now they’re sending them back in the midst of a pandemic. our government just fucking hates y’all and i am so sorry
"New Jersey, USA",2020-07-27,266,140,"Breaking news!
Watch this⬇️⬇️⬇️ https://t.co/bbFms8rb9X"
"Corpus Christi, Tx",2020-07-19,0,0,"Over 1,000 new COVID-19 cases reported in one day in Bexar County, San Antonio https://t.co/wDKJjD1wJX"
"Pittsburgh, PA",2020-07-17,0,0,I love seeing old classic movies during the pandemic. I like to see the original Star Wars trilogy back in theaters.  Studios shouldn’t push the dates back for the new movies. Let the new movies put the release dates on hold for the moment until the pandemic is over.
"Orlando, Florida",2020-07-07,28,0,"Sending love to former Niner, @RramosTV and his wife, @NicolePerezWPLG.  No doubt, they'll be back to 100% in no time. https://t.co/FqkRDz2rOL"
"Texas, USA",2020-07-26,4889,1174,pls carry this comment through the doc thx https://t.co/PQVSMfLKtb https://t.co/j5tqjItL74
"Pennsylvania, USA",2020-07-20,0,0,"@Walmart @GovernorTomWolf @SenMastriano You dont have the right to deny me entry to your store for having a medical condition and being unable to wear a mask, doing so, you would NOT be following the Governor's order!  You will be sued for discrimination &amp; not following the order"
"Georgia, USA",2020-07-30,0,0,👎😒😩 https://t.co/Hn9nJcb4z7
"Delaware, USA",2020-07-02,1,0,I remember the days when college kids would just bet on who could go longest without masturbating https://t.co/ZXVHYmzCZ0
"Decatur, Ga",2020-07-19,46768,4404,Omg he bought my calendar https://t.co/Lq92zGUe5B
"DFW, TX",2020-07-31,0,0,An over night camp      during a          pandemic https://t.co/4UgyB7DFkG
"Westbrook, ME",2020-07-30,1010,228,"Former 2012 GOP presidential candidate Herman Cain has died due to coronavirus at age 74. Cain, who once survived stage 4 colon cancer, was the former CEO of Godfather’s pizza. https://t.co/p2jdYedNq4 https://t.co/p2jdYedNq4"
"Space Coast, Florida",2020-07-06,32468,9400,"It took 3 months for Florida to reach 100,000 COVID-19 cases. It took less than 2 weeks to go from 100,000 to 200,000 cases. 

The entire state is practically open except for Governor DeSantis’ office. He’s killing his citizens and doesn’t care. 

This is why I’m suing him."
"Oklahoma City, OK",2020-07-04,338337,57210,“iF yOu dOn’T LiKe iT mOve To aNoTheR cOuNtRy” we literally can’t because you won’t wear a mask
"Miramar, FL",2020-07-30,578,116,"If these guys can wear a mask working out on the field, you can wear one while you shop for groceries 😉🙌🏼😷🧡💚 https://t.co/ViWTq7oem2"
"Little Rock, AR",2020-07-09,575,217,"""I double dog dare Trump to sit in a class of 39 sixth graders and breathe that air without any preparation,"" @NEAtoday President @Lily_NEA said.

#COVIDiotInChief

https://t.co/0DRhlOOMPb"
"Charlotte, NC",2020-07-02,254,119,"""In the last three weeks, I have seen more admissions and sicker patients than on the previous ten weeks."" 

Inside a Houston hospital partly transformed into a coronavirus specialty unit, one doctor says he expects to reach capacity in the next 14 days. https://t.co/ubhWcpkeJG"
"Denver, CO",2020-07-14,142524,40209,I really miss life before COVID....
"Longmont, CO",2020-07-29,5002,2150,"The Republican Senate COVID package proposes $1.6 BILLION for Customs and Border Protection — the agency involved in the abductions in Portland and atrocities, violence, and death at the border.

CBP needs to be reined in, not given more money to trample on our rights."
"Louisville, KY",2020-07-29,34449,12451,"My grandparents took #HCQ and are no longer showing symptoms of COVID-19!! Day 9 and no fever, coughing, just a little fatigued. They are 91 &amp; 94!!♥️♥️♥️ This is Helen and Joe💕 #HydroxycholoroquineWorks https://t.co/dlwZgTI3aI"
"New York, NY",2020-07-10,0,0,"I'm trying to figure out which is the bigger threat, this new pneumonia or the people in the responses who think Kazakhstan is part of China. https://t.co/6vtcTqlrfh"
"Oscoda, MI",2020-07-14,10267,1962,"If America issued a national quarantine for 3 months, mandated masks, and paid everyone who can’t work from home $600 a week during that time we could probably beat COVID and not kill economy.

Am I wrong?"
"Norfolk, VA",2020-07-10,486598,114295,"Schools can't even control lice, you think they can control Covid-19."
"Brookfield, WI",2020-07-09,9412,7345,"I’ve been working hard to help fight the coronavirus rumors and paranoia peddled by the highest levels of the mainstream media &amp; even many in the government.

My word can only get out through you sharing it since MSM doesnt want this narrative out.

Follow me &amp; RT this to help!"
"Lakeside, CA",2020-07-21,11101,3409,"We are facing two simultaneous and unprecedented threats to public health.

One is #COVID19.

The other is the President of the United States...

THREAD 👇"
"New York, NY",2020-07-28,7,2,"La Organización de las Naciones Unidas para la Alimentación y la Agricultura @FAO, ayuda a las familias en #ElSalvador mediante la agricultura sostenible, ante los retos del #CambioClimático por sequías, inundaciones y la pandemia #COVID19. #FoodHeroes
https://t.co/DSZ732TCu7 https://t.co/A2VYx7jeox"
"PNW, USA",2020-07-10,14722,4561,My God. I think it’s finally happening.  People are beginning to care and report on the thousands of seniors we lost thanks in large part to @NYGovCuomo’s terrible order to force Covid patients into their elder care facilities. And they are catching on to his lies as well.
"New Hampshire, USA",2020-07-10,176,79,"A day after @GovRonDeSantis says it doesn't need any help from New York, @NYGovCuomo sends out a press release saying it is sending enough of the antiviral medicine Remdesivir to FL to treat 280 #COVID19 patients. https://t.co/lbFBgdhBiI"
"Worcester, MA",2020-07-03,82260,26539,"Just a reminder that every other wealthy nation is reopening and has the virus contained, except us. https://t.co/37ITyt215R"
