location,date,likes,retweets,text
"Newport News and Norfolk, VA",2021-07-30,0,0,100 TIMES YES! What a great quote this is ... https://t.co/nyPcz8bk82
"Los Angeles, CA",2021-07-01,9076,4715,"🚨🚨 WATCH → Every single expert witness at yesterday’s COVID-19 origins hearing told Congress it came from a lab.

Will the media and Big Tech be apologizing for calling people conspiracy theorists for saying that? https://t.co/rjFUPQ5urc"
"Michigan, USA",2021-07-12,325453,43040,"and just like that..that’s a wrap ❤️after auditioning for this film when i was 18 just about to turn 19 , to now finishing filming through a pandemic when i turned 21 ..we have finally made it...💖i feel so grateful to have experienced this film in all of its glory.. https://t.co/UtbyX5tS6a"
"Sam's Clam Disco, CA",2021-07-15,0,0,@rogtilford @kgreene90 @Shella_Bella @themouthmatusow https://t.co/syknNUgUwf
"North Carolina, USA",2021-07-30,1972,952,"Delta Covid-19 variant appears to cause more severe illness and spreads as easily as chickenpox, internal CDC document says https://t.co/ShlexG2Zfi"
"Chicago, IL",2021-07-28,2,2,Looking forward to updated information today. https://t.co/nf5ptYdjab
"Pennsylvania, USA",2021-07-16,0,0,"@ASlavitt Funny thing here is that, until the US aided in letting variants flourish, Australia had 'defeated' COVID without a vaccine. They were having concerts &amp; parties &amp; sporting events. I wished then, and still do wish, that I was in Australia."
"Los Angeles, CA",2021-07-29,380,261,"U.S. COVID update: Biggest one-day increase in cases since February, number in hospital continues to surge

- New cases: 88,376
- Average: 66,633 (+4,222)
- In hospital: 42,610 (+3,322)
- In ICU: 10,463 (+612)
- New deaths: 488

More data: https://t.co/YDZSbYO7l7"
"Portland, OR",2021-07-22,21,11,"🇵🇱 “#Jews are behind the pandemic” chanted at anti-vaccine rally in Poland

https://t.co/diS1QKCs42"
"Akron, Ohio",2021-07-15,2,1,"Last month, legacy city @AkronOhioMayor was one of 50 Champion Cities selected from +630 cities in 99 countries. The #MayorsChallenge aims to highlight innovative urban solutions emerging in response to COVID-19 #GOPCThread https://t.co/hFBPEksZAp"
"Louisville, KY",2021-07-18,4,0,Read thread https://t.co/5r6MIRl82h
"New York, USA",2021-07-16,1,0,Get the damn vax https://t.co/35zNs0mxyx
"Los Angeles, CA",2021-07-10,0,0,@jack @twitter how is this not a violation of TOS? https://t.co/QzPS4umF2g
"Miami, FL",2021-07-29,3000,626,"The CDC has released no data to justify their new mask guidelines, which Democrat mayors are happy to blindly follow and impose with force on their constituents."
"Salt Lake City, Utah, USA",2021-07-31,63,20,"You see this woman’s face? She is exhausted.

She is exhausted from working long hours trying to keep COVID patients alive at @UofUHealth, though she could be at any hospital in the world dealing with COVID.

COVID cases are rising fast. Please get vaccinated. Please wear masks. https://t.co/TgMUXleU25"
"Miami, FL",2021-07-27,12,6,BREAKING: The CDC is expected to backpedal on its masking guidelines and recommend that even vaccinated people wear masks indoors in parts of the U.S. where the coronavirus is surging https://t.co/geWSgzdrbE
"South Carolina, USA",2021-07-09,200685,37146,if you get a gut feeling to stay home ...... stay home
"Las Vegas, NV",2021-07-20,6397,1370,"Great for Jeff Bezos to use some of the $86 billion he made leeching off the fallout from the pandemic to send  himself to space (taking advantage of his rocket company being given an exemption from lockdown policies), while 150 million back down on earth enter extreme poverty."
"Mpls/St.Paul, MN",2021-07-26,2227,722,"Biden announces that Americans with ""long COVID"" will have access to the rights and resources due under disability law. 

Biden says the conditions -- breathing problems, brain fog, and chronic pain -- ""can sometimes rise to the level of a disability."""
"Sacramento, CA",2021-07-16,152774,10706,"Had a COVID patient in the ED.  I inquired if they had been vaccinated.  “It’s against my religion, the vaccine is made from aborted babies.”  I explained that it definitely is not.  “Whatever you say, I’ve looked it up online”. Got a complaint that they felt judged. Help me🧘‍♂️😷"
"Mesa, AZ",2021-07-21,0,0,Any exceptions for anyone who has it any recovered? 🤔 But it's about the science right 🙄🤦🏻‍♂️ https://t.co/jB02ra5gGJ
"Weimar, Tx",2021-07-29,85993,15191,"“are you sure these vaccines are gonna work?”

The CDC: shiiiiid https://t.co/2l5v8FiMpc"
"Atlanta, GA",2021-07-09,314,32,"We've added a show to BK's tour: Philly with @LauraJaneGrace. Covid killed off so many venues that we had to get creative. So we picked the fanciest hotel in town for this punk show...

See the dates: https://t.co/x1MJ3nahT4 https://t.co/bUiaALJ8fH"
"Barrington, NJ",2021-07-19,3,1,talked to a customer tonight i met for the 1st time who is a nurse and worked nonstop through the pandemic. At one pt his eyes started to well up with tears while he talked about healthcare workers in Missouri dealin with it ALL OVER again b/c of ppl who don’t want the vaccine
"Texas, USA",2021-07-30,19905,932,first post-pandemic federal jury trial win today 😌⚖️ https://t.co/25KWpMnO1s
"Houston, TX",2021-07-30,29,14,"Abbott’s E.O. prevents cities from responding to the #DeltaVariant &amp; hospital data. Mayors across the nation’s largest cities like @KeishaBottoms are implementing safety measures to SAVE LIVES.

We cannot allow Texas to get this wrong @GregAbbott_TX. 

https://t.co/QexPtdmkny"
"Wisconsin, USA",2021-07-21,16562,6210,"Wow: Study found the viral load from Delta variant was 1000x greater than original strain of Covid, as detected in patients’ noses."
"New York, NY",2021-07-30,2,1,"US consumer spending rose +1.0% m/m in June, up +13.6% from a year ago (in the midst of the shutdown). Again, basically back to pre-COVID trend after, in this case, a severe downturn. https://t.co/JbMyYdCZml"
"Monroe, LA",2021-07-27,16148,7803,"between Covid &amp; Gun Violence, Death is hitting hard💔LORD COVER ME &amp; THE ONES I LOVE🙏🏽"
"Yorktown, Virginia",2021-07-31,1,0,"@RobManess There was a study, many months back, in China, for what that's worth, where they studied over 7000 cases of COVID-19.  They came to the conclusion that there was ONE case (1--Uno--Ein) that could have been reasonably considered as having been transmitted through air outdoors."
"Puerto Rico, USA",2021-07-20,1245,58,Before pandemic vs now https://t.co/MN4YwPrZ64 https://t.co/6D3tlFem7P
"Washington, DC",2021-07-21,18530,5491,"To Vaccinate or Not? Vermont, w highest concentration of vaccinated people, and Alabama, state w lowest. In last 7 days Alabama recorded 901 COVID cases; Vt recorded 8. Alabama has 65 hospital admissions daily. Vermont? Zero. Alabama 41 deaths last week. Vermont? Zero."
"Oakland, CA",2021-07-13,93,37,What your Fitbit sees when you get Covid https://t.co/hjlqV8F58m https://t.co/aIB0Nr5OtV
"Columbus, Ohio",2021-07-19,1,0,@WorstParade I remember seeing articles like this before the pandemic about Peppa.
"Philadelphia, PA",2021-07-22,669,201,"BREAKING: Florida Gov. Ron DeSantis has finally endorsed the Covid Vaccines: 

‘These Vaccines Are Saving Lives’"
"Idaho, USA",2021-07-16,4366,1174,Ted Cruz making immigrants the bogeyman for a rise in #covid cases in Texas is pretty low from a guy who loves Mexico so much he goes there for vacation while his state loses power during an ice storm.
"Washington, DC",2021-07-21,0,0,Top sponsors pull out of Tokyo Olympics due to ‘nervousness’ amid COVID-19 https://t.co/YRNTpomdrL
"southland, California",2021-07-26,415,69,"#BREAKINGNEWS: California will now required all state employees and healthcare workers to provide proof of COVID-19 vaccination, or be tested weekly. https://t.co/QO8jdAV9VJ https://t.co/lN2GWJf8rM"
"Colorado, USA",2021-07-26,23140,2115,"The pace of vaccine shots being administered (a 7-day average of 582,659 shots per day) is the highest it’s been in two weeks, according to CDC data reviewed by CNN."
"Coral Gables, FL",2021-07-21,21,5,Dove Cameron Opens Up About 'Facing Her Demons' During Pandemic: 'My Capacity for Happiness Is So Much Greater' Now  https://t.co/Y6pLtE8zrB
"Missouri, USA",2021-07-15,0,0,"Jared Kushner said Trump put Pence in charge of the US coronavirus response because 'he didn't have anything else to do,' book says #SmartNews  Huh? I assumed pence was put in charge because of his extensive experience in ..............GOVERNING INDIANA  https://t.co/JFNUoioYyD"
"Atlanta, GA",2021-07-13,104,71,'It's devastating': Unvaccinated woman thought she could ‘escape’ COVID-19 – now she says she’ll ‘never be the same’ https://t.co/aLnr7ZpP7Q
"Mount Royal, NJ",2021-07-14,1977,1235,"⚠️Gosh—7 Mississippi children are now currently **in the ICU** due to #COVID19, with 2 even on “life support” with ventilators, says Mississippi Health Officer @TCBPubHealth. Now 7% of MS deaths in vaccinated—“worrisome”. Pretty much all #DeltaVariant. 🧵 https://t.co/QuHbODhf84 https://t.co/1iNfUrX5NI"
"New Orleans, LA",2021-07-08,0,0,"@dae_michelle95 @ayee_itsmaceyy I'm trying to give y'all the game , fine! bring y'all running shoes or stay at home..."
"Gladstone, MO",2021-07-18,50,20,A loved one has been dealing with Long Covid. I've seen chemo be less hard on people. Do not fuck around with this. https://t.co/C3N0PZb2Pa
"Largo, FL",2021-07-18,25,2,"Absolutely love this club! #Bloods
👇🏼

“If you’re a Swans supporter watching that, you think ‘how proud am I with my football club?’ OK they play the way they play, but they’re actually unified and together” https://t.co/CBg1qTKCkC"
"Fort Pierce, FL",2021-07-29,1,0,"@Lemienior Pretty much. How would a government get people to take a mark? Well, start off with a pandemic and work your way there."
"Atlanta, Georgia, USA",2021-07-05,0,0,Oh nooooo! Where can we sign up for a third dose? #COVID19 https://t.co/k8Eh9aUctf
"Pigeon Forge, TN",2021-07-20,11,0,"Prevents?  How did that work out?  If it prevents it why are lockdowns back.

I’ve paid more income tax than you will make in your lifetime.  Don’t talk to me about your greed. https://t.co/oAx04XwRkF"
"Santa Clara, CA",2021-07-30,7144,1717,"Ted Cruz last year said ""I guarantee you"" Democrats would stop talking about covid restrictions if Biden won since they were just playing politics to hurt Trump

Now he says Democrats are playing politics by still talking about covid restrictions even though Biden is president https://t.co/hhaYGN6QBq"
"Atlanta, GA",2021-07-28,1,0,"@VenetiaVen Are you kidding, this is Georgia. 🤣 Kemp lifting restrictions months ago. I still wear a mask, fully Pfizerized, … I go to the gym too. 🏋🏻‍♂️"
"Parrish, FL",2021-07-06,0,0,Reuters: Ukraine approves Johnson &amp;#038; Johnson COVID-19 vaccine https://t.co/b6un1PRutS
"Hayward, CA",2021-07-21,1,0,I think it’s time for me to quit https://t.co/24uctY15sS
"Chicago, IL",2021-07-28,34849,10551,The Delta Variant at Rolling Loud:  https://t.co/J9g8U0Dgyw https://t.co/z15YLbAzBG
"Manhattan, NY",2021-07-31,15687,5691,"FORT LAUDERDALE, Fla. (AP) -- Florida's coronavirus cases jumped 50% this week, with more than 110,000 new infections reported statewide."
"Newton, MA",2021-07-25,129428,44088,This is the best explanation of the Covid Vaccine I’ve ever heard. https://t.co/RAyOQT7WZv
"Florida, USA",2021-07-30,4,3,👀👀 https://t.co/1Ssh1qnQnz
"Philadelphia, PA",2021-07-16,2,1,"Learn more about the Biden Administration's plan to take #VaccineConfidence door-to-door in this @NPR interview: 
https://t.co/fN2d6Gvkqj"
"Detroit, MI",2021-07-17,29,2,@yeselson Literally Pro-COVID!
"Sacramento, CA",2021-07-30,817,190,"Gravity will kill you whether you believe in it or not. 

BUT, if you don't keep deluded morons who think they can fly from jumping off the roof, well, you know, it's not fair to those they land on. 

Get the jab. Stop being an idiot. https://t.co/8aeZdQTFjp"
"Houston, TX",2021-07-24,1122,243,"We need to be looking at France &amp; Italy as examples of how to increase vaccination rates and protect the vulnerable from #covid19. Stay unvaccinated if you want, but if you wish to be around others who you could infect, you need to show proof of vaccination (or test negative). https://t.co/j3Yva5oyg3"
"Minneapolis, MN",2021-07-24,36568,7503,Y’all just wanna go on lock down again to scam and get unemployment lmaoooooMEtooooooooo😂
"Moon, PA",2021-07-07,6318,971,Kerala and Maharashtra are just unstoppable #coronavirus what is that they are doing wrongly ?
"Albany, NY",2021-07-21,14,11,"“One of the last things they do before they’re intubated is beg me for the vaccine. I hold their hand and tell them that I’m sorry, but it’s too late.” https://t.co/anMfwvi2iU"
"Minnesota, USA",2021-07-22,30601,5457,"Maybe there's a problem with an economic system which sees a handful of billionaires grow their wealth massively during a pandemic, and zoom around space in rocket ships, while millions of people struggle to keep a roof over their heads in the richest country on Earth."
"Chicago, IL",2021-07-16,869,222,"Los Angeles County will once again require mask use indoors because of the current surge. All of you who refused to get vaccinated or who spread bullshit about it, thanks.  https://t.co/arGcrDw56I"
"Michigan, USA",2021-07-31,15804,5524,"TALLAHASSEE, Fla. (AP) — CDC: Florida reports 21,683 new cases of COVID-19, state's highest one-day total since the start of the pandemic."
"Wallingford, CT",2021-07-02,671,277,"Where is Joe Biden? When will he stop this flow of lethal drugs fueling the opioid epidemic?
https://t.co/Lo9UFjfQEc"
"Dallas, TX",2021-07-28,184538,29546,Half of you questioning Simone Biles’ “toughness” can’t even wear a mask for five minutes in Starbucks. Have a seat.
"Texas, USA",2021-07-27,10633,2630,Unvaccinated citizens aren’t spreading Covid.... but illegal immigrants sure as hell are.
"Colorado Springs, CO",2021-07-18,8,9,"Semoga saja kehadiran kami dapat membantu oemerintah yg sdg gencarkan PPKM sakaligus membantu mrk warga kena covid19 yg krg mampu utk melaksanakan isolasi mandiri...

Amiiin...

#KitaJagaKita 
#GerakanKebaikan 

@jokowi 
@Dnok_Ayu 
@DKIJakarta @DinsosDKI1 
@DiniHrdianti"
"New York, USA",2021-07-20,52,6,Stock Market Starts Paring Back Massive Losses As ‘Covid Anxiety’ Climbs https://t.co/PPDpIE4Q7E https://t.co/nYdFMKEgBS
"Virginia, USA",2021-07-20,9407,2168,Democrats swoop in to rescue Dr. Fauci after @RandPaul again presents him with gain of function research that the NIH funded in the Wuhan lab.
"Hudson Valley, NY",2021-07-20,9073,5211,"Listen to Dr. Catherine O’Neal describe the #DeltaVariant at the Louisiana Presser. 

""The Delta Variant is coming for us, it's a BEAST. It's different!..We’re either going to get vaccinated &amp; end pandemic or we’re going to accept DEATH and A LOT of it"" https://t.co/EE8MOENmpx"
"Massachusetts, USA",2021-07-25,315,306,"Are you a back of house restaurant worker who caught Covid?

If so I want to talk to you for a story. DMs open, contact info in bio"
"Denver, CO",2021-07-06,0,0,@TheLizard @horsn9 @RWMaloneMD https://t.co/sLF4P3ec4B
"Springfield, Missouri, USA",2021-07-27,1,0,"Gadzooks, people. https://t.co/k7yoyzQLsB"
"Country Boy, USA",2021-07-29,40825,10691,Your kids have to wear a mask at school. But not illegal immigrants crossing the southern border.
"Benton, ar",2021-07-24,2,0,"Dr. Steppe Mette, the hospital's CEO, said in the release that one patient has already been infected with COVID-19 by a visitor.  https://t.co/jolKqbRadN"
"Boca Raton, FL",2021-07-20,30,16,"BREAKING: White House Reveals Results of Kamala Harris’ COVID Test
https://t.co/yOjfOvf0M6"
"Phoenix, Arizona",2021-07-07,1,2,"The U.S. plans to reallocate $860 million of funds appropriated to cover an increase in pandemic-related costs associated with unaccompanied children at the border https://t.co/BuYW8fQFhH U.S. to move $860 million from NIH for border  pandemic precautions, Zero for American HC"
"Burlington, VT",2021-07-31,1,0,@GovPhilScott  Delta is clearly here. So what is your plan for in person school this fall? Making seems like a simple and reasonable option to protect those most vulnerable. https://t.co/HVdmRs3aoz
"New York, NY",2021-07-16,2,1,"@T11Sleepy @RBReich @rmojomojito1 Death is not the only deterrent. 
For many, surviving COVID-19 is no picnic. 
I imagine a large number of unvaccinated voters who contract but manage to survive the coronavirus might feel betrayed by the party that encouraged them to re-enter the world without protection."
"Washington, DC",2021-07-27,8,8,".@jrpsaki declines to tell WH reporters at briefing whether the administration is considering extending the CDC eviction moratorium, which expires at the end of the week. Says she has ""nothing to preview"" now on that topic."
"New Haven, CT",2021-07-07,3,1,"Get the vax, PERIODTTTTT!!!

Youth Event on Thurs, July 15th at Saint Paul's Union African Methodist Episcopal Church from 3-7pm! Free pizza, pop corn and cotton candy. COVID vaccine clinic and pediatrician + registered nurse on site to answer your vax questions @MaritzaBondmph https://t.co/MuWdBInGmo"
"Chicago, IL",2021-07-30,398,49,"Who are the specific members? Which House Democrats want people to be evicted during the ongoing global pandemic? 

House moderates think this is a good way to keep the majority? Mass evictions? https://t.co/zEi8SwUGbu"
"Mississippi, USA",2021-07-18,795,184,"Two South African soccer players are the first athletes inside the Olympic Village to test positive for COVID-19.

Tokyo Olympic organizers said another athlete tested positive, but that this person was not residing in the Olympic Village.

https://t.co/sargTMBCL2 https://t.co/ebVWbU1Kvr"
"Los Angeles County, CA",2021-07-14,0,0,"NEW: CVS #17719 on 07-28
Age Group: Unknown

Address: 4211 Eagle Rock Blvd, Los Angeles, CA 90065
Posted @ 1626248805
https://t.co/0mws9GGZhU"
"Valdosta, GA",2021-07-07,5276,1690,"Hilton Hotels in the pandemic
*Lost $720 million
*Laid off 22% of corporate staff
*Permanently cut housekeeper hours to 1-2 days a week
*Median worker pay dropped 34%
*Gave CEO a 161% pay raise to $55 million, or almost 2,000x the median worker pay
https://t.co/ubNpdD97LO"
"Greensboro, NC",2021-07-19,21880,4667,"I haven’t had a job since March of 2020 (laid off due to Covid.)

So many applications, only denials or no response. My credit cards are almost maxed. Bank account is just barely shy of being withdrawn. Like Lord.. open a door.. please.. I’m so tired. 💔"
"New Jersey, USA",2021-07-23,7972,2438,Fauci: Funding the Wuhan lab was a “good and proper scientific decision”
"Atlanta, GA",2021-07-01,343,63,"Chris Paul got injured AND got Covid in these playoffs, and still put a 41-pointer down to get to the NBA Finals. Nothing but admiration for the Point God."
"Tampa, FL",2021-07-24,2,0,Pre existing modalities account for more than 89 % according to cdc and that number is less than 1% nationwide https://t.co/T7Ts1ESlUO
"Houston, TX",2021-07-16,7240,2276,"Joe Biden just accused Facebook of murder.

He has never even criticized the CCP for their role in the pandemic. https://t.co/2XsLpx6Wmd"
"Columbia, Missouri, USA",2021-07-26,0,0,@MC19778 @drdavidsamadi EMERGENCY WATCH! - Huge! Whistleblower Says At Least 45k People Have Died From Experimental COVID Jab In New Lawsuit - And that's only those who died within three days!  https://t.co/qrgEI8nFsI
"Florida, USA",2021-07-16,4071,701,"Article raising possible link between Covid vaccine and a man's death → 15,000 shares
 
Follow-up months later on coroner ruling out the vaccine as a factor → 19 shares 

https://t.co/wpizR7EcPq https://t.co/CYhq4sfgyC"
"Austin, TX",2021-07-28,4010,611,"As the January 6th investigation hearings begin we have to turn to an equally important effort:

A full inquiry into the Trump administration’s massive and lethal bungling of the response to the Covid 19 pandemic."
"Philadelphia, PA",2021-07-29,128576,17472,when someone says you breached a contract and you start talking about global pandemics you 100% breached that contract https://t.co/eXhc1Jz6OF
"California, USA",2021-07-01,7,3,"Breakthrough COVID-19 infections after vaccination can happen, but they're VERY rare - here's more from @CalMatters https://t.co/KRTkQ6oUlY https://t.co/pGaeif72b9"
"Florida, USA",2021-07-30,8,0,"@MarthaSBain1 @chrislhayes Remember when the media downplayed effective treatments for COVID just because Trump supported them? Also, you’re cloth masks aren’t doing anything against the China virus. It’s all theater."
"Billings, Montana",2021-07-22,2129,485,It took a year and a half for Republicans to realize that having their voters die from covid isn’t the greatest election strategy. Freakin’ geniuses.
"Texas, USA",2021-07-31,15,4,Our current COVID “vaccinations” are crap and are not going to eradicate the virus. The only way to get rid of this virus is by herd immunity and everyone getting infected. Natural immunity is supreme.. don’t let people tell you it only last for a few months. That is a lie.
"Texas, USA",2021-07-16,695,298,"USA has great #COVID19 #vaccines but ""the #DeltaVariant is well designed to take advantage of the cultural divide.”
""Nearly all hospitalizations &amp; deaths are among the unvaccinated.""
“We are seeing the impact of the disinformation.” 
https://t.co/90xeUXrO2e"
"Capitol Region, NY",2021-07-25,0,0,Truth! https://t.co/9XXJ6w8z4g
"Desoto, TX",2021-07-27,14,2,@nathaliejacoby1 Yes they can. Source: https://t.co/n9FGD24DxB
"Florida, USA",2021-07-31,20,19,"@KamVTV COVID19 - HOW IT WAS CREATED IN A WUHAN LAB WITH US FUNDS PROVIDED BY DR FAUCI AND PETER DESZAK of ECO HEALTH ALLIANCE a long read, make the time, it is worth knowing exactly what the Worlds Media and Governments do not want us to know. https://t.co/vkQNuz8u0K"
"Tucson, Az",2021-07-28,20343,2386,Kinda crazy we are lowkey shifting blame for the prolonged pandemic to the unvaccinated and not the government that has failed to convince them to get vaccinated through a mandate or minimally stricter requirements
"Florida, USA",2021-07-30,13998,672,"@The_Law_Boy My wife: “did you do the dishes”
Me: “your question shows a callous disregard for the horrific and prolonged effects of the COVID-19 pandemic”"
"Mississippi, USA",2021-07-28,4602,3474,"#VaxFact: You should still get a #COVID19 vaccine even if you’ve already had COVID-19. 

Experts don’t know how long you’re protected from COVID-19 after you recover. 

More vaccine facts: https://t.co/c3T9VAF5Ce. https://t.co/xFGU6l1CuV"
"Austin, TX",2021-07-25,18192,5981,"Now 11 days and counting with zero Covid deaths in Sweden, a population of 10.2 million with the lowest mask compliance in the EU and only 37% vaccinated."
"Sunnyvale, CA",2021-07-16,44411,16890,"I’m hoping people start to understand that how their governments treated people during a pandemic is how they’ll treat them during climate change; sacrifice vulnerable people, deflect responsibility, opportunistically hoard resources and protect their own interests."
"Phoenix, AZ",2021-07-23,1472,639,"In March 2020, a cost-benefit analysis by the Dutch government concluded health damage from lockdown would be six times greater than the benefit. They ignored it, thinking ""society would not accept"" the optics of an elderly person unable to get an ICU bed.
https://t.co/662aQX1ugQ"
"Wisconsin, USA",2021-07-12,21830,7118,I’ve witnessed disinformation campaigns in authoritarian countries from Russia to China but have rarely seen one as transparent &amp; quantifiably deadly as the current right-wing attack on vaccinations here: 99.2% of US Covid deaths in June were among unvaccinated.
"Wheaton, MD",2021-07-11,794,228,"I just reported @mtgreenee to @twitter for violating its rules. She is spreading disinformation and encouraging people to cause self harm and spread COVID.

Encourage others to do the same. @votolatino https://t.co/ItaOLptPWi"
"Potomac, MD",2021-07-11,1,0,@shorepatrol @CNNSotu Unvaccinated are Petrie dishes for covid variants.
"Washington, DC",2021-07-21,9,1,"🚨 4 vets bills unanimously passed the Senate today and are one step closer to becoming law. The following passed out of Committee w/ bipartisan support: 
➡️Ensuring Survivor Benefits During COVID-19 Act 
➡️Veterans’ Compensation COLA Act
➡️Hire Veteran Health Heroes Act https://t.co/boNaQkskp6"
"Charlotte, NC",2021-07-27,18,6,"Moton on NFL COVID protocols

“I don’t have a problem with it.”

Says he got vaccinated. https://t.co/JVrJ5PUCMw"
"Indiana, USA",2021-07-02,2,4,"U.S. #Vaccine Adverse Events Reporting System (VAERS) had posted 358,379 adverse events, including 5,993 deaths and 29,871 serious injuries

#COVIDVaccine Deaths and Injuries Are Secretly Buried https://t.co/ZFmCNVpQ2e"
"Mount Juliet, TN",2021-07-30,16805,4427,"700,000 people live in DC

DC has had ***ONE*** COVID-19 death since July 15 and now the CDC is telling them to mask up even if they're vaccinated because of ""substantial transmission.""

DO YOU UNDERSTAND HOW INSANE THIS IS?!?!!"
"Brooklyn, NY",2021-07-28,1,1,"COVID-19 Delta Variant: Implications for Employers and the Return to Work
https://t.co/c9xXjBsxWO"
"Paulsboro, New Jersey",2021-07-17,3,0,Who is it? https://t.co/tcxtOCjH8O
"Milford, Michigan, USA",2021-07-20,7806,1853,"“Senator Paul, you do not know what you are talking about.”

— Dr. Fauci after Sen. Rand Paul (R-KY) accuses him of lying to Congress about gain-of-function research in Wuhan lab. https://t.co/aGhn3ua9r0"
"El Dorado, KS",2021-07-20,285,85,"Covid positivity rate, in Galveston County, is 7.9%. Back to weekly testing in nursing homes. Get vaccinated. @GovAbbott doesn’t care about Texans. He cares about power and money."
"Portland, OR",2021-07-09,0,0,@StevenBeschloss Not to mention sending all these world class athletes to a country and city rife with covid
"Silicon Valley, CA",2021-07-15,0,0,A3: The pandemic  brought VDI to the forefront as an enabling technology for business continuity and hybrid workforce. #eweekchat https://t.co/e8dfs2veOF
"Pennsylvania, USA",2021-07-29,9017,2478,"Shocked!!! 🙄🙄🙄

It's almost like Biden's mask mandate never had anything to do with ""the science,"" and is actually all about protecting the political power of leftwing Democrats who want to use COVID as an excuse to fundamentally transform America forever. https://t.co/vhGwdVI140"
"Atlanta, GA",2021-07-13,130,55,Chicago officials issue travel warning for Missouri and Arkansas amid increase of Covid-19 cases there. https://t.co/9rn9eM7F67
"Washington, DC",2021-07-08,28,19,"Pfizer to ask FDA to authorize booster dose of COVID vaccine as Delta variant spreads, based on evidence of greater risk of reinfection six months after inoculation and due to the spread of the highly contagious Delta variant. https://t.co/GFaYPRDlVW"
"New York, USA",2021-07-24,1,0,"Surely i still miss dis.
oba my boda B guy is how ?

kale he would be getting dis.

naye nga Lockdown must end we jump ku Boda https://t.co/breWTvzXfT"
"Orting, WA",2021-07-28,584,75,"A Marine during Desert Storm, he believed in service. After he retired, he joined the Navy Reserve. You couldn't keep him away from a uniform.

Master-at-Arms First Class Allen Hillman died this week of complications related to COVID-19. He was 47.

Rest easy, brother. https://t.co/w3QhvIkex8"
"San Diego, CA",2021-07-29,481,56,"For the first time in many months, two people in my orbit have tested positive for COVID.

It won’t surprise you to know that they are both fully vaccinated....

And, so far, doing just fine (other than the quarantine)."
"Hellertown, PA",2021-07-14,60,18,"You mean they were dishonest??
I can’t imagine making $700,000 let alone having that amount added to an annual salary.
(especially during this past year!) https://t.co/ObV6dukUFA"
"New Hampshire, USA",2021-07-20,0,0,Preview of this winter and fall in red states. https://t.co/Ub2QAoR1jd
"Minnesota, USA",2021-07-21,6,0,Hero https://t.co/SUeAce7mk9
"Iowa, USA",2021-07-25,15864,3662,"You can still get pregnant using birth control, just like you can get hurt while wearing a seatbelt, it's a layer of protection just like getting the COVID-19 vaccine. 

Just because it's not 100% doesn't mean you don't do it.

Listen to science, not BS."
"South Carolina, USA",2021-07-29,208,39,You know what works the best on covid? Turning off the bs MSM and politicians and going and living your life. Works better than any mask or vaccine.
"Fayette City, PA",2021-07-07,20526,1715,Dead people https://t.co/kKibbII8Zu
"Wichita, KS",2021-07-29,40,12,"Pt. 1: In response to the increasing community spread of the COVID Delta variant – Kansas Gov. Laura Kelly announced a new mask requirement for state employees and in state facilities that will go into effect Monday, Aug. 2."
"Salt Lake City, UT",2021-07-30,537,349,"Here is some of the @CDC data that was looked at and published by @washingtonpost to make the recommendations to re-implement #masks earlier this week

Note that the #DeltaVariant is MORE transmissible than
 - MERS &amp; SARS
- Ebola
- Seasonal Flu and the Flu of 1918
- Smallpox
1/ https://t.co/MRWPQR5eg8"
"ann arbor, mi",2021-07-30,1,0,"Let’s join the party @mieducation @MAISA_GOV @MIEdVoice @REMCAssociation @MEMSPA @MAISA_ISDs @MASASupts ! Even if we can only make a rule for students of certain ages, it would make a huge difference &amp; show we take this seriously! https://t.co/vXE4Db3zrK"
"Richmond, VA",2021-07-01,1,0,Black Purist #ECOWAS: People with #disabilities lack access to #COVID19 vaccines in #Nigeria #inclusion #accessibility #PwD #disabilityinclusion https://t.co/p8B3GhI1Uy
"San Jose, CA",2021-07-04,309,328,"El día de ayer falleció por COVID-19 la Dra. Jenny Villalobos Marín, reconocida Especialista en Anestesiología, hija del Dr. Jorge Villalobos (QPD), sentido pésame a su familia. Paz a su alma https://t.co/9DEn6KX6KU"
"Reno, NV",2021-07-23,125,9,Deandre Hopkins now deleted tweet regarding the league’s updated COVID rules. https://t.co/ZWQA1dyTBR
"Pismo Beach, CA",2021-07-06,554,269,"SIX MONTHS AGO at this moment:  Jan 6 defendant is seen on the frontlines and heard questioning police over COVID vaccines

This is a video exhibit in case of Maryland defendant who was later accused of altercation at his home, trying to stop family member from getting vaccine https://t.co/36NoQAz98H"
"Portland, OR",2021-07-14,617,415,"The United States is now reporting 23,346 new coronavirus cases per day, the highest seven-day average since May 26, according to data from @CNN and Johns Hopkins University."
"Massachusetts, USA",2021-07-29,2,1,Facebook users are even more likely to 'resist' COVID vaccines than Fox News viewers: report https://t.co/1BgKJOWYkw
"Los Angeles, CA",2021-07-03,26,7,NBC’s ‘Ultimate Slip ‘N’ Slide’ Backs Out of Post-Olympics Debut Following Giardia Outbreak https://t.co/QAzLPUNlq8
"LaGrange Park, IL",2021-07-29,34882,12074,"Let me get this straight. So far 600,000 Americans have died of COVID yet Republicans don't think you should have to be vaccinated. 

So far only 16 instances of alleged voter fraud have been found in the 2020 election yet they've passed 30 laws making it harder for you to vote."
